id,hood_158,collision_probability
1,60,0.7381848768097514
2,60,0.7381848768097514
3,60,0.7381848768097514
4,60,0.7381848768097514
5,60,0.7381848768097514
6,60,0.7381848768097514
9,64,0.7658657447880097
10,64,0.7658657447880097
11,64,0.7658657447880097
15,78,0.991822425733286
17,83,0.8525123021796401
19,47,0.7824055205894617
20,144,0.7367105297340264
21,144,0.7367105297340264
22,144,0.7367105297340264
23,166,0.6962765143877118
24,166,0.6962765143877118
27,5,0.8796606837653616
28,5,0.8796606837653616
29,5,0.8796606837653616
30,5,0.8796606837653616
31,5,0.8796606837653616
32,5,0.8796606837653616
33,126,0.7601389013499104
34,126,0.7601389013499104
35,126,0.7601389013499104
38,129,0.687753038031651
39,157,0.9519671996226718
40,157,0.9519671996226718
41,43,0.8975372386008829
42,43,0.8975372386008829
43,43,0.8975372386008829
44,43,0.8975372386008829
45,43,0.8975372386008829
46,43,0.8975372386008829
49,22,0.9999998498588661
51,100,0.8318257630801998
53,89,0.9693215619437369
55,38,0.8057737439937304
57,136,0.8913069424097859
60,60,0.8108063835052872
61,128,0.8963267729375862
62,128,0.8963267729375862
63,128,0.8963267729375862
64,136,0.8842045572346413
67,95,0.9026934101427854
70,119,0.6772299718576806
71,119,0.6772299718576806
72,119,0.6772299718576806
73,119,0.6772299718576806
74,143,0.927323185208457
75,143,0.927323185208457
76,143,0.927323185208457
77,98,0.9532534606652608
78,98,0.9532534606652608
79,98,0.9532534606652608
80,98,0.9532534606652608
81,98,0.9532534606652608
82,98,0.9532534606652608
87,80,0.8147425427726103
88,38,0.9311274744212336
89,38,0.9311274744212336
91,160,0.7343134835154634
92,160,0.7343134835154634
94,96,0.8245404617711315
95,78,0.8710178433515562
96,78,0.8710178433515562
100,148,0.789871273936715
102,119,0.8261667222233812
104,89,0.986950131586978
106,88,0.9999998547046014
108,1,0.6799230826971044
110,149,0.9015177713175613
114,125,0.8883872825096963
115,125,0.8883872825096963
118,66,0.863624717816239
120,66,0.863624717816239
123,54,0.8118309314905845
128,110,0.7724510262345702
129,110,0.7724510262345702
130,110,0.7724510262345702
131,110,0.7724510262345702
132,59,0.7718498789818012
133,59,0.7718498789818012
134,59,0.7718498789818012
135,4,0.7692767526540658
139,172,0.8376923115018801
141,56,0.8158023056058815
142,85,0.875371875463049
144,145,0.8553898151274109
145,145,0.8553898151274109
146,145,0.8553898151274109
148,38,0.8138554975313586
151,159,0.8925141367009302
152,101,0.7758656569983537
156,11,0.835447307927747
159,95,0.8579902809399782
160,83,0.784179391214796
162,83,0.784179391214796
165,73,0.8512744773685953
166,73,0.8512744773685953
167,73,0.8512744773685953
168,73,0.8512744773685953
170,73,0.8512744773685953
171,1,0.7185261596527164
172,1,0.7185261596527164
173,1,0.7185261596527164
175,70,0.9370392493401473
178,136,0.87330840105348
179,11,0.857785071871222
182,138,0.6657991988225127
183,138,0.6657991988225127
185,57,0.8909251205637189
188,87,0.8998762018161381
189,161,0.8514189118033565
190,161,0.8514189118033565
191,161,0.8514189118033565
192,161,0.8514189118033565
193,161,0.8514189118033565
194,161,0.8514189118033565
195,161,0.8514189118033565
196,160,0.710199760011512
197,160,0.710199760011512
198,160,0.710199760011512
199,160,0.710199760011512
200,160,0.710199760011512
201,88,0.9999998273073036
202,88,0.9999998273073036
203,146,0.8560690729699998
204,146,0.8560690729699998
205,124,0.7803548977160913
206,124,0.7803548977160913
207,124,0.7803548977160913
209,81,0.8960902203660729
210,6,0.7446444353679701
211,6,0.7446444353679701
212,116,0.8235382426614865
214,116,0.8235382426614865
215,116,0.8235382426614865
216,116,0.8235382426614865
220,116,0.8235382426614865
222,73,0.9539596701735035
224,171,0.8043292579455337
226,95,0.8901954218652106
228,152,0.6924241540064415
229,152,0.6924241540064415
230,152,0.6924241540064415
232,152,0.6924241540064415
234,27,0.7575035482251551
235,91,0.8346093050067614
236,91,0.8346093050067614
238,NSA,0.7403727085813847
239,NSA,0.7403727085813847
240,NSA,0.7403727085813847
241,NSA,0.7403727085813847
242,NSA,0.7403727085813847
245,142,0.7279865444259118
246,30,0.751549336007314
247,30,0.751549336007314
250,29,0.999999818292255
253,111,0.864504847565849
256,111,0.864504847565849
258,70,0.8751926865596421
259,92,0.8508947063958477
263,95,0.8901954218652106
265,115,0.7711735369030158
269,165,0.7091470374977179
270,165,0.7091470374977179
271,165,0.7091470374977179
272,165,0.7091470374977179
273,165,0.7091470374977179
275,44,0.8006535896986089
278,88,0.9999997972858392
280,42,0.6486729836643862
282,101,0.7758656569983537
284,170,0.7704287115290197
286,32,0.756524185034319
290,139,0.6938784961558317
292,128,0.8922203657569643
294,73,0.849345835875712
296,11,0.7931779273266935
297,126,0.8096107165881848
299,73,0.8674063042712237
300,73,0.8674063042712237
303,1,0.7862557354751525
304,169,0.9049585878105952
305,169,0.9049585878105952
306,169,0.9049585878105952
307,25,0.7731123725729926
308,25,0.7731123725729926
309,25,0.7731123725729926
310,120,0.7571547912049452
311,120,0.7571547912049452
312,120,0.7571547912049452
313,120,0.7571547912049452
314,120,0.7571547912049452
315,120,0.7571547912049452
317,30,0.7207346641873597
318,103,0.9267324492173272
319,103,0.9267324492173272
320,103,0.9267324492173272
321,27,0.6995171488944497
322,27,0.6995171488944497
323,27,0.6995171488944497
324,27,0.6995171488944497
325,142,0.7511388719991873
326,142,0.7511388719991873
327,142,0.7511388719991873
328,144,0.6978814380454135
329,144,0.6978814380454135
331,144,0.6978814380454135
332,144,0.6978814380454135
333,144,0.6978814380454135
335,144,0.6978814380454135
338,83,0.8699156482103111
340,39,0.8008630437395643
347,122,0.9212787343158482
348,122,0.9212787343158482
349,159,0.8777091165919771
354,102,0.6915254397431732
356,83,0.8730522579208387
361,83,0.8730522579208387
363,83,0.8730522579208387
365,160,0.6816960102441758
366,21,0.8154237675568906
367,21,0.8154237675568906
368,21,0.8154237675568906
369,21,0.8154237675568906
370,21,0.8154237675568906
371,122,0.932930050066304
372,122,0.932930050066304
373,47,0.8155834340485341
374,47,0.8155834340485341
375,47,0.8155834340485341
377,112,0.6872720536749233
379,144,0.72061755821735
381,95,0.9147674546790039
382,81,0.9089009180196737
383,81,0.9089009180196737
384,81,0.9089009180196737
386,37,0.7307716204865324
388,128,0.8233244229148359
390,65,0.8028581589959806
391,65,0.8028581589959806
392,65,0.8028581589959806
393,65,0.8028581589959806
394,27,0.6456391231827868
395,27,0.6456391231827868
396,27,0.6456391231827868
397,27,0.6456391231827868
399,170,0.816270506051564
400,40,0.676158975183864
401,40,0.676158975183864
402,40,0.676158975183864
403,40,0.676158975183864
405,128,0.877380441049358
406,9,0.7226664333288704
407,9,0.7226664333288704
409,95,0.8878267823108811
411,99,0.8563044969136439
413,16,0.8235626603462928
414,16,0.8235626603462928
417,87,0.7773927464889042
420,144,0.793857976093189
421,144,0.793857976093189
422,97,0.9075517818916518
424,106,0.6782203937949989
427,154,0.799467257718537
429,95,0.8777659236332002
431,78,0.9018109914805561
435,27,0.7416783321325785
438,35,0.7466404187265845
440,53,0.9533033484110953
441,27,0.7503578584542017
442,27,0.7503578584542017
443,91,0.8685503311310496
444,91,0.8685503311310496
445,91,0.8685503311310496
451,64,0.8750771348259273
454,4,0.8353448318639423
456,39,0.745290278467643
457,39,0.745290278467643
458,NSA,0.7905848525671978
459,NSA,0.7905848525671978
462,168,0.8464607978357976
463,98,0.9309152728461136
465,96,0.8064573719601321
466,24,0.8928661921679268
467,24,0.8928661921679268
470,24,0.8928661921679268
471,126,0.8263014118425365
472,126,0.8263014118425365
474,126,0.8263014118425365
480,8,0.8660569116901268
482,40,0.7099125470033869
484,40,0.7099125470033869
486,40,0.7099125470033869
487,71,0.9153674681082269
488,138,0.6351717270135969
489,138,0.6351717270135969
490,138,0.6351717270135969
491,138,0.6351717270135969
493,63,0.8863448572478944
494,63,0.8863448572478944
497,94,0.8645657995599899
498,129,0.730389957185924
500,102,0.7292863469434565
501,102,0.7292863469434565
502,102,0.7292863469434565
503,102,0.7292863469434565
504,102,0.7292863469434565
505,102,0.7292863469434565
507,83,0.8138759409563951
508,83,0.8138759409563951
511,78,0.9006108145301088
513,95,0.8901954218652106
514,129,0.7819642011707545
516,129,0.7819642011707545
517,129,0.7819642011707545
518,NSA,0.7654300651184258
520,NSA,0.7654300651184258
522,161,0.7886745555338874
523,161,0.7886745555338874
525,73,0.9070860080746412
527,135,0.8958202704631263
528,135,0.8958202704631263
529,157,0.9519671996226718
530,157,0.9519671996226718
533,172,0.7487719804830886
535,30,0.7759380697913447
536,85,0.8170502565335739
543,1,0.7085177112860563
544,166,0.6365793382548296
546,166,0.6365793382548296
548,1,0.6799230826971044
550,174,0.8276826113096125
552,162,0.7605786890736725
555,73,0.8832446036747666
558,151,0.7906241191868767
560,64,0.8223439780732688
563,95,0.9395741874316146
566,120,0.785148762284797
568,1,0.7653498431856048
570,18,0.8719352959089685
571,18,0.8719352959089685
572,18,0.8719352959089685
574,33,0.776746484965963
575,101,0.7691941298996349
578,101,0.7691941298996349
579,43,0.8761484274146596
580,43,0.8761484274146596
581,43,0.8761484274146596
582,43,0.8761484274146596
583,43,0.8761484274146596
584,43,0.8761484274146596
585,64,0.872489795531919
589,170,0.816270506051564
591,78,0.9120404565390047
594,85,0.7821754113060777
595,18,0.899186184110205
596,57,0.8605274879828522
598,166,0.6962765143877118
599,166,0.6962765143877118
601,10,0.7747180504709523
604,119,0.8335751842348028
605,170,0.818285576714065
609,110,0.8355535844536689
611,110,0.8355535844536689
612,110,0.8355535844536689
615,111,0.8497902049099324
617,119,0.7721225403276565
618,119,0.7721225403276565
621,119,0.849728975164625
622,119,0.849728975164625
623,119,0.849728975164625
626,38,0.8118045858240407
630,47,0.7672173701345759
632,18,0.899186184110205
635,136,0.861178465457609
636,150,0.9360747404787022
639,165,0.5871337091141299
640,165,0.5871337091141299
641,165,0.5871337091141299
642,165,0.5871337091141299
645,98,0.9404811555242567
