id,hood_158,risk_index
1129,147,0.6394462673272999
1132,147,0.6394462673272999
1133,147,0.6394462673272999
1134,147,0.6394462673272999
1135,1,0.5182007773625632
1138,110,0.6304537423987137
1140,170,0.6086530465035731
1141,70,0.575748889180923
1142,70,0.575748889180923
1144,70,0.575748889180923
1145,70,0.575748889180923
1146,135,0.6035308852520658
1149,135,0.6035308852520658
1151,30,0.525827511128507
1152,30,0.525827511128507
1154,107,0.6204283625598648
1155,111,0.5948531434369526
1157,1,0.5029683117569015
1159,72,0.6093809260490403
1161,151,0.6044101820847297
1163,157,0.716779565354748
1164,1,0.47594615788797306
1165,1,0.47594615788797306
1166,78,0.6376084428040766
1167,78,0.6376084428040766
1171,27,0.5069221719484104
1173,161,0.5834847296161364
1177,8,0.578225714900116
1181,170,0.6247292810309668
1183,170,0.6247292810309668
1184,80,0.6392723114140378
1187,108,0.6356204545743679
1188,22,0.566436510565196
1191,50,0.5602559546997098
1192,87,0.6124602009708883
1193,87,0.6124602009708883
1199,155,0.6079354888622366
1201,142,0.48843812561368904
1203,142,0.48843812561368904
1204,142,0.48843812561368904
1205,144,0.577828654298869
1208,61,0.6999998868866748
1209,42,0.4240224695535099
1210,42,0.4240224695535099
1212,42,0.4240224695535099
1214,73,0.5842776276928594
1217,168,0.6861913406805265
1218,99,0.6301265894297213
1219,99,0.6301265894297213
1220,99,0.6301265894297213
1221,99,0.6301265894297213
1225,55,0.5999726387433708
1228,1,0.5129031049465776
1229,1,0.4774618296416944
1230,1,0.4774618296416944
1232,170,0.6098837407055734
1233,129,0.593531130240029
1236,118,0.5647184134675005
1239,152,0.5324087627176068
1242,160,NA
1247,NSA,0.6242037929233646
1250,116,0.6573749965732457
1252,119,0.6382718411561539
1253,116,0.6147062272475258
1254,116,0.6147062272475258
1255,116,0.6147062272475258
1256,116,0.6147062272475258
1259,32,0.5276263332271676
1260,39,0.5694708636025586
1262,110,0.6628526090137801
1264,70,0.592431902594649
1265,70,0.592431902594649
1266,161,0.6163345708921768
1267,161,0.6163345708921768
1268,161,0.6163345708921768
1269,161,0.6163345708921768
1270,161,0.6163345708921768
1271,161,0.6163345708921768
1275,41,0.5263115063560122
1276,119,0.6382718411561539
1277,119,0.6382718411561539
1278,80,0.6783138671840632
1282,70,0.5613719817372601
1284,70,0.5613719817372601
1286,124,0.5832065925633613
1287,140,0.5574929305645594
1288,95,0.5387881017400861
1289,95,0.5387881017400861
1292,149,0.6325400857931288
1294,111,0.5492752970106415
1295,87,0.5652972194669076
1296,87,0.5652972194669076
1297,144,0.5594100658225245
1302,85,0.6477548612968481
1303,83,0.6111365805445871
1305,83,0.6111365805445871
1306,22,0.5139306764983826
1308,22,0.5139306764983826
1309,22,0.5139306764983826
1313,111,0.5492752970106415
1314,111,0.5492752970106415
1315,111,0.5492752970106415
1316,111,0.5492752970106415
1318,70,0.5613719817372601
1321,168,0.6631787680451221
1324,103,0.6684922569973892
1325,33,0.6236624064534254
1326,33,0.6236624064534254
1327,33,0.6236624064534254
1328,33,0.6236624064534254
1330,7,0.5142191478497286
1333,52,0.4899811712750989
1334,52,0.4899811712750989
1335,52,0.4899811712750989
1338,80,0.5645866796338725
1340,158,0.5442544559369891
1342,94,0.6293088890867071
1344,31,0.6237959964894716
1345,54,0.5835279221690115
1347,54,0.5835279221690115
1351,116,0.6446074934549098
1352,116,0.6446074934549098
1353,59,0.519683052214726
1355,59,0.519683052214726
1357,126,0.7093382965725306
1359,147,0.5684392588417161
1361,150,0.6605489661636711
1363,99,0.6123684909348333
1364,129,0.5638936806893435
1365,129,0.5638936806893435
1366,98,0.6533222083075313
1367,98,0.6533222083075313
1368,98,0.6533222083075313
1369,98,0.6533222083075313
1371,170,0.6555847748968465
1373,37,0.4739527437340092
1374,37,0.4739527437340092
1377,94,0.6193128439590412
1378,94,0.6193128439590412
1379,111,0.5835038345990616
1380,111,0.5835038345990616
1381,111,0.5835038345990616
1383,95,0.6318853870999497
1384,95,0.6318853870999497
1385,95,0.6318853870999497
1386,95,0.6318853870999497
1388,105,0.6406928063977599
1389,164,0.6342910506159128
1391,164,0.6342910506159128
1392,105,0.6396369937057711
1394,168,0.6756584504260976
1396,119,0.6382718411561539
1397,119,0.6382718411561539
1400,148,0.6277517160459544
1401,148,0.6277517160459544
1403,73,0.5945662334552828
1404,73,0.5945662334552828
1407,20,0.447341572382011
1408,20,0.447341572382011
1409,154,0.6062916261602082
1410,154,0.6062916261602082
1411,154,0.6062916261602082
1412,154,0.6062916261602082
1416,166,0.5781842371643726
1417,116,0.5990764318173325
1418,116,0.5990764318173325
1419,116,0.5990764318173325
1421,116,0.5990764318173325
1422,116,0.5990764318173325
1424,152,0.5524590741534553
1426,6,0.5722048930001787
1428,6,0.5722048930001787
1430,81,0.6814167322168965
1431,129,0.5620278686801485
1432,129,0.5620278686801485
1433,129,0.5620278686801485
1434,129,0.5620278686801485
1435,171,0.5294780399308479
1439,168,0.6639961930691527
1441,119,0.5681106788760579
1442,119,0.5681106788760579
1443,43,0.6300496460198544
1444,43,0.6300496460198544
1445,43,0.6300496460198544
1448,105,0.6406928063977599
1449,105,0.6406928063977599
1450,105,0.6406928063977599
1451,105,0.6406928063977599
1452,6,0.5867346289700305
1453,142,0.5095905810981383
1454,142,0.5095905810981383
1455,142,0.5095905810981383
1456,32,0.5326431440078081
1457,32,0.5326431440078081
1460,130,0.6105479935080258
1461,71,0.6469616291231581
1463,71,0.6469616291231581
1467,1,0.4853506570915219
1468,1,0.4853506570915219
1470,124,0.6134497471717837
1472,159,0.6230298836070968
1473,163,0.5406150645043514
1474,163,0.5406150645043514
1476,28,0.586124121458958
1479,124,0.6444313940034594
1480,161,0.6061994149114432
1481,161,0.6061994149114432
1482,161,0.6061994149114432
1483,161,0.6061994149114432
1485,1,0.4774618296416944
1487,87,0.5453789873307563
1490,37,0.5687047915445949
1491,46,0.4813160702317793
1492,46,0.4813160702317793
1493,46,0.4813160702317793
1494,70,0.5613719817372601
1496,70,0.5613719817372601
1498,22,0.549673730261086
1502,101,0.5210832157111768
1503,101,0.5210832157111768
1504,7,0.47740934049612843
1508,141,0.5580572729225423
1509,141,0.5580572729225423
1510,141,0.5580572729225423
1512,129,0.5638936806893435
1515,58,0.5522259837079889
1518,1,0.5182007773625632
1519,160,0.47869838714604834
1521,116,0.640601004332789
1523,62,0.5927240998317728
1526,136,0.6416830902014762
1527,57,0.5927291642185563
1529,57,0.5927291642185563
1531,58,0.525598659749073
1534,58,0.525598659749073
1535,1,0.45286223156734845
1540,1,0.48200988924020227
1545,6,0.5415545896579297
1546,6,0.5415545896579297
1548,91,0.6035971185453839
1551,174,0.6350364370087769
1554,40,0.517293534698509
1555,99,0.6317145755016967
1557,99,0.6317145755016967
1559,23,0.5096154991172072
1562,85,0.539943962248124
1563,138,0.5191469660834943
1564,138,0.5191469660834943
1566,138,0.5191469660834943
1567,138,0.5191469660834943
1571,70,0.6104824884865985
1573,90,0.5306073308642498
1575,1,0.4722733510883579
1576,1,0.4722733510883579
1577,1,0.4722733510883579
1578,172,0.6360838464791418
1579,172,0.6360838464791418
1583,120,0.6253402278905502
1585,145,0.556512306339708
1586,57,0.4436924185973786
1588,159,0.624759895690651
1589,159,0.624759895690651
1591,27,0.5123272292538039
1592,27,0.5123272292538039
1593,64,0.6107428568723432
1595,108,0.6303952870397552
1596,108,0.6303952870397552
1597,108,0.6303952870397552
1598,108,0.6303952870397552
1599,108,0.6303952870397552
1600,108,0.6303952870397552
1601,87,0.5832584772448683
1603,87,0.5832584772448683
1604,163,0.5189176879564479
1608,147,0.627056611305699
1609,110,0.6454262897439386
1610,110,0.6454262897439386
1613,50,0.5602559546997098
1614,8,0.6050398186254242
1619,119,0.6519755486816242
1621,83,0.6218445375856616
1623,16,0.5739847875630996
1626,124,0.6468512591802806
1627,124,0.6468512591802806
1630,81,0.6096696188116694
1635,159,0.6180079859622363
1636,159,0.6180079859622363
1637,159,0.6180079859622363
1638,144,0.5434947817021689
1641,128,0.6076909124485891
1643,90,0.5697470281999482
1646,116,0.7092837260560415
1647,116,0.7092837260560415
1650,159,0.5533511881077613
1652,10,0.5404324742446998
1653,10,0.5404324742446998
1657,111,0.5327251409471028
1658,163,0.48021339033231564
1660,163,0.48021339033231564
1661,163,0.48021339033231564
1664,27,0.4817277777129174
1665,27,0.4817277777129174
1666,27,0.4817277777129174
1667,27,0.4817277777129174
1668,27,0.4817277777129174
1669,1,0.4959623979002394
1671,78,0.627011726328649
1672,78,0.627011726328649
1673,78,0.627011726328649
1675,6,0.5590430747246883
1679,141,0.5455913056554281
1683,120,0.6238851318172456
1684,41,0.6318234707877362
1686,41,0.6318234707877362
1688,159,0.6180079859622363
1689,159,0.6180079859622363
1692,171,0.5446332647979297
1696,163,0.3975475274190704
1697,146,0.7115417085743797
1700,NSA,0.6406486405131172
1702,NSA,0.6406486405131172
1704,5,0.48270707066566276
1705,5,0.48270707066566276
1706,5,0.48270707066566276
1707,5,0.48270707066566276
1710,58,0.4638842000949351
1717,73,0.489972840226148
1718,62,0.3983176377389355
1719,62,0.3983176377389355
1721,62,0.3983176377389355
1722,44,0.5477252159581486
1723,44,0.5477252159581486
1727,47,0.5694816585445481
1729,73,0.6133200140926277
1730,73,0.6133200140926277
1733,27,0.4640555646380139
1735,85,0.5614937981756487
1736,85,0.5614937981756487
1737,85,0.5614937981756487
1738,85,0.5614937981756487
1739,85,0.5614937981756487
1740,85,0.5614937981756487
1741,NSA,0.6821647422325741
1742,NSA,0.6821647422325741
1743,NSA,0.6821647422325741
1744,NSA,0.6821647422325741
1746,47,0.5370521590942031
1747,47,0.5370521590942031
1749,107,0.5761460646614074
1751,168,0.6641316790866292
1752,58,0.5425832804377881
1753,58,0.5425832804377881
1754,58,0.5425832804377881
1756,171,0.5294780399308479
1757,154,0.6062916261602082
1759,139,0.467428746007709
1763,79,0.6824904235505509
1764,79,0.6824904235505509
1766,164,0.6240466915166455
1769,1,0.47594615788797306
1770,1,0.47594615788797306
1775,4,0.6133115278977287
1776,70,0.4799925492062532
1781,81,0.6370084385883169
1783,168,0.6303664678074957
1785,158,0.5023990920082263
1788,31,0.5816157233981138
1789,91,0.6172535088784755
1793,2,0.5685864739817225
1796,3,0.543706213457994
1797,3,0.543706213457994
1801,95,0.6231367953056474
1803,79,0.6653117969058745
1804,52,0.5179261616193108
1811,33,0.5765115328669905
1812,33,0.5765115328669905
1814,33,0.5765115328669905
1817,95,0.6318853870999497
1818,95,0.6318853870999497
1819,95,0.6318853870999497
1820,126,0.6400183114765834
1821,126,0.6400183114765834
1822,126,0.6400183114765834
1823,86,0.6284903240172798
1824,86,0.6284903240172798
1825,86,0.6284903240172798
1826,86,0.6284903240172798
1827,86,0.6284903240172798
1828,86,0.6284903240172798
1830,123,0.6830845812434271
1832,170,0.6019511078696298
1833,2,0.46477399237280087
1834,2,0.46477399237280087
1835,2,0.46477399237280087
1837,2,0.46477399237280087
1838,2,0.46477399237280087
1839,2,0.46477399237280087
1840,2,0.46477399237280087
1842,50,0.5262336184380743
1843,2,0.5658422075259004
